fg_frac,degenerate,border_touch,image_id
0.3210945129394531,False,False,ISIC_0014506
0.4186859130859375,False,False,ISIC_0014572
0.31439208984375,False,False,ISIC_0014577
0.3721160888671875,False,False,ISIC_0014605
0.3508949279785156,False,False,ISIC_0014624
0.0556182861328125,False,False,ISIC_0014635
0.19118499755859375,False,False,ISIC_0014639
0.332611083984375,False,False,ISIC_0014657
0.506683349609375,False,False,ISIC_0014665
0.347015380859375,False,False,ISIC_0014683
0.33451080322265625,False,False,ISIC_0014684
0.54522705078125,False,True,ISIC_0014693
0.4396324157714844,False,False,ISIC_0014694
0.49584197998046875,False,False,ISIC_0014696
0.2546424865722656,False,False,ISIC_0014697
0.5960693359375,False,True,ISIC_0014716
0.5171318054199219,False,False,ISIC_0014722
0.5246467590332031,False,False,ISIC_0014728
0.5264091491699219,False,True,ISIC_0014753
0.3449249267578125,False,False,ISIC_0014755
0.39412689208984375,False,False,ISIC_0014772
0.3339042663574219,False,False,ISIC_0014773
0.4560279846191406,False,False,ISIC_0014794
0.33461761474609375,False,False,ISIC_0014796
0.343505859375,False,False,ISIC_0014804
0.416900634765625,False,False,ISIC_0014839
0.3189544677734375,False,False,ISIC_0014851
0.46213531494140625,False,False,ISIC_0014910
0.5050048828125,False,False,ISIC_0014915
0.3494453430175781,False,False,ISIC_0014930
0.2901496887207031,False,False,ISIC_0014936
0.2448272705078125,False,False,ISIC_0014942
0.29108428955078125,False,False,ISIC_0014982
0.2645149230957031,False,False,ISIC_0014987
0.2628517150878906,False,False,ISIC_0015015
0.525146484375,False,False,ISIC_0015016
0.3096466064453125,False,False,ISIC_0015078
0.3981895446777344,False,False,ISIC_0015144
0.4052391052246094,False,False,ISIC_0015173
0.3708534240722656,False,False,ISIC_0015175
0.4979743957519531,False,False,ISIC_0015176
0.32958984375,False,False,ISIC_0015226
0.8245887756347656,False,True,ISIC_0015255
0.5132102966308594,False,True,ISIC_0015256
0.6266822814941406,False,False,ISIC_0015313
0.45883941650390625,False,False,ISIC_0015416
0.4955863952636719,False,True,ISIC_0015419
0.3097991943359375,False,False,ISIC_0015526
0.4003410339355469,False,False,ISIC_0015614
0.34368133544921875,False,False,ISIC_0015638
0.2775077819824219,False,False,ISIC_0015939
0.3410224914550781,False,False,ISIC_0015945
0.29689788818359375,False,False,ISIC_0015968
0.3852348327636719,False,False,ISIC_0016023
0.22894287109375,False,False,ISIC_0016030
0.3281059265136719,False,False,ISIC_0016038
0.2874908447265625,False,False,ISIC_0016046
0.33641815185546875,False,False,ISIC_0016056
0.2578277587890625,False,False,ISIC_0016072
